-14	75	4.09999990463
-13	75	4.08571423803
-12	75	4.09750001431
-11	75	4.18571430615
-10	75	4.21111110051
-9	75	4.26571431841
-8	75	4.32000000212
-7	75	4.36000005177
-6	75	4.4288889567
-5	75	4.45714289801
-4	75	4.50666666031
-3	75	4.55142852238
-2	75	4.61333324644
-1	75	4.65714280265
0	75	4.69333332909
1	75	4.73428568159
2	75	4.76000002755
3	75	4.78857143947
4	75	4.83333336512
5	75	4.86000003815
6	75	4.87555562125
7	75	4.84571432386
8	75	4.74222222434
9	75	4.61999991281
10	75	4.49555555979
11	75	4.37142868042
12	75	4.25333333545
13	75	4.14857130051
14	75	4.06888882319
15	75	4.00499999523
-16	74	4.78000011444
-15	74	4.74347819453
-14	74	4.78727278276
-13	74	4.85102037508
-12	74	4.84444443385
-11	74	4.78367347133
-10	74	4.74444445353
-9	74	4.71632652867
-8	74	4.71746031443
-7	74	4.69999987739
-6	74	4.68253950846
-5	74	4.64081619224
-4	74	4.63968240647
-3	74	4.65918353139
-2	74	4.70317465161
-1	74	4.71224496802
0	74	4.74603178388
1	74	4.76530614191
2	74	4.77619048527
3	74	4.81224493105
4	74	4.85873015722
5	74	4.91428570845
6	74	4.92222222828
7	74	4.8775510496
8	74	4.77936513083
9	74	4.70408162292
10	74	4.607936405
11	74	4.5
12	74	4.41904769625
13	74	4.28979605071
14	74	4.15555540721
15	74	4.04999995231
-18	73	5.40000009537
-17	73	5.50740743567
-16	73	5.73846153724
-15	73	5.86825392738
-14	73	5.75432100414
-13	73	5.59047617231
-12	73	5.43209876543
-11	73	5.27460323818
-10	73	5.13086409039
-9	73	4.99682539985
-8	73	4.85555567565
-7	73	4.70158723044
-6	73	4.53827156844
-5	73	4.37777780351
-4	73	4.24197531335
-3	73	4.13333332728
-2	73	4.04197530688
-1	73	3.96984127968
0	73	3.91481481658
1	73	3.87460315417
2	73	3.86296292588
3	73	3.88253968103
4	73	3.90617282302
5	73	3.91904759029
6	73	3.9308641781
7	73	3.91111110884
8	73	3.89012343795
9	73	3.87777776188
10	73	3.87160490472
11	73	3.87936504303
12	73	3.9135802528
13	73	3.91587298257
14	73	3.88518513574
15	73	3.86111108462
-57	72	1
-56	72	1.10000002384
-54	72	0.137500002049
-53	72	0.10000000149
-20	72	5.5
-19	72	5.6478260911
