-11	75	3.00000001834
-10	75	3.32222221692
-9	75	3.72857142176
-8	75	3.90000006358
-7	75	4.00285714013
-6	75	4.0755554835
-5	75	4.13142844609
-4	75	4.15777762731
-3	75	4.19142844337
-2	75	4.21555549834
-1	75	4.24285711561
0	75	4.26222225825
1	75	4.28000001907
2	75	4.28000001907
3	75	4.28000001907
4	75	4.27777779897
5	75	4.24571428299
6	75	4.21999998093
7	75	4.21142856053
8	75	4.17333327399
9	75	4.13428565434
10	75	4.0733332634
11	75	4.01428568704
12	75	3.93333333333
13	75	3.85142859731
14	75	3.76000000636
15	75	3.67499997616
-11	74	3.20000004768
-10	74	3.52857141835
-9	74	3.83265308945
-8	74	3.96031749816
-7	74	4.07346931769
-6	74	4.17301571559
-5	74	4.24693876383
-4	74	4.31269853077
-3	74	4.37142869404
-2	74	4.41904769625
-1	74	4.45714289802
0	74	4.48730159941
1	74	4.5
2	74	4.51111110051
3	74	4.52653058694
4	74	4.52857140132
5	74	4.53877547323
6	74	4.52857140132
7	74	4.52857140132
8	74	4.5
9	74	4.47142859868
10	74	4.43809528956
11	74	4.37959188345
12	74	4.31428574002
13	74	4.24081633042
14	74	4.1539682358
15	74	4.07499994551
-12	73	3.5
-11	73	3.66170211041
-10	73	3.78641973013
-9	73	3.84920637192
-8	73	3.9358025127
-7	73	4.10317450478
-6	73	4.26172841037
-5	73	4.38095249449
-4	73	4.48024693242
-3	73	4.56031740279
-2	73	4.61851840549
-1	73	4.65873002249
0	73	4.68888879117
1	73	4.7142856613
2	73	4.73456789535
3	73	4.75555557675
4	73	4.78024695832
5	73	4.80634928506
6	73	4.81111118529
7	73	4.81111118529
8	73	4.80246919467
9	73	4.77301592297
10	73	4.73086420106
11	73	4.68412689936
12	73	4.62839494517
13	73	4.57142850331
14	73	4.49753086655
15	73	4.4222222964
-57	72	0.380000007152
-56	72	0.320000010729
-55	72	0.300000011921
-54	72	0.10000000149
-53	72	0.10000000149
-15	72	3.5
-14	72	3.70000004768
-13	72	3.76666665077
-12	72	3.82244899322
-11	72	3.8775510934
-10	72	3.83809526383
-9	72	3.68367345479
-8	72	3.83650794105
-7	72	4.17551014375
-6	72	4.41428578846
-5	72	4.55918361703
-4	72	4.65873003763
-3	72	4.73673465301
-2	72	4.78253976882
-1	72	4.82653077768
0	72	4.84285729272
1	72	4.855102179
2	72	4.87777789434
3	72	4.89591846661
4	72	4.90000009537
5	72	4.90000009537
